text,label
保加利亚总统拒绝率团出席北约峰会,1
吕特何以成为北约新秘书长,1
玻利维亚发生未遂政变 国际社会广泛谴责,0
以色列防长结束访美 称援以武器问题“取得进展”,2
美将开发“太空拖船”拖引国际空间站离轨,2
南航广州—布达佩斯直飞航线正式开通,2
中老泰马跨境铁路班列双向首发,2
中企承建的莱索托莫塞公路竣工交接,2
中国光伏产业助力马来西亚绿色发展,2
哈勃望远镜捕捉到原恒星改变星云过程,1
日本登月探测器恐永久失联,0
南非2023年有约500头犀牛被非法猎杀,0
【国际视野】推进器故障 美飞船返回时间再推迟,0
【国际视野】宇航服漏水 美航天局取消太空行走,0
【倒计时28天】巴黎准备好了吗,1
老挝对中国游客实行免签政策,2
肯尼亚首都示威活动引发冲突 已造成20多人死亡,0
今年已发生34起！美国校园枪案数量连续三年创新高,0
洪都拉斯前总统在美国被判45年监禁,0
泽连斯基签令 将英语定为乌克兰国际交流语言,2
伊朗副总统哈希米宣布退出伊朗总统选举,1
以防长：与美国在解决武器供应问题上取得进展,2
俄罗斯客运列车脱轨事故致近70人受伤,0
叙利亚军方：以色列空袭叙南部地区致2死1伤,0
朝鲜成功进行导弹机动战斗部分离制导试验,1
英国“赌选”丑闻发酵 更多人接受调查,0
玻利维亚发生未遂政变 前陆军司令被逮捕,0
俄美防长打电话 通报内容大不同,1
美国内华达州发生枪击事件 致5死1伤,0
加拿大呼吁公民离开黎巴嫩,0
荷兰首相吕特被任命为北约新秘书长,2
首批多国安全支助团抵达海地 总理誓言恢复安全秩序,2
“舌战”在即 拜登和特朗普怎样备战,1
意大利总理因谈判“没带她”怒了,0
阻止犀牛角走私 南非动用放射性物质,2
瑞士多地连遭暴雨 日内瓦空域一度关闭,0
在越南实施跨境电诈 19名犯罪嫌疑人移交我方,2
北纬79度的科考“大本营”,1
见证中国发展 合作充满期待,2
中欧科技合作“龙计划”六期启动,2
韩国启动对华城电池工厂火灾联合调查,1
俄美双方通报内容大相径庭,0
全球毒品问题正持续恶化,0
遏制错误和虚假信息传播,1
美南达科他州遭遇洪水侵袭,0
延期45天！特朗普再被允许延期提交个人财务状况,1
又有16人丧生！以军在加沙军事行动已致37626人死亡,0
欧委会初步认定微软违反欧盟反垄断规则,0
泰国新一届国会上议院国家级选举正式开始,1
外媒：北约将正式确认吕特为下一任秘书长,2
世卫组织：全球近三分之一成年人缺乏身体活动,0
俄外交部宣布反制措施：限制81家欧盟媒体在俄报道,0
俄乌再次互换在押人员 双方各释放90人,2
英国首相宅邸遭非法入侵 四名男子被捕,0
巴黎奥运会倒计时一个月，梦想能否照进现实？,2
哈马斯领导人强调：不会改变加沙停火立场,1
阿桑奇认罪！庭审结束后将返回澳大利亚,1
一个更加保守的欧洲将要登场,1
统一34年后，“东西德”裂痕犹存,1
指认美国“直接参与”袭击 俄罗斯誓言报复,0
身陷囹圄1901天 阿桑奇重获自由,2
外交部：要求韩方尽快查明原因全力救治伤员,2
滞留3个月 撞美桥梁货轮部分船员终返乡,2
第十届中法品牌高峰论坛在巴黎举行,2
调查：美国民众对政府信任度不足三成 跌至“危机”水平,0
韩国9部门对华城电池工厂火灾原因展开联合调查,1
美官员：美国将再向乌克兰提供1.5亿美元弹药,2
外媒：泽连斯基任命乌克兰新任武装部队联合部队司令,2
外媒：俄罗斯称一夜间摧毁30架乌克兰无人机,0
已致1人死亡!俄罗斯多地出现肉毒杆菌感染病例,0
莫斯科一建筑突发火灾致8人死 系电网故障引起,0
韩媒：济州附近海域渔船失联系信号中断 船员状态正常,1
美国迈阿密一法院判处海地黑帮前头目35年监禁,2
新华社快讯：“维基揭秘”网站创始人阿桑奇已从英国监狱获释，飞往澳大利亚,2
俄达吉斯坦共和国恐袭致死人数升至20人,0
恐袭与空袭同日瞄准俄罗斯，是巧合吗？,0
美军高官称以若攻黎恐引发更大范围冲突,0
韩国电池厂火灾致10余名中国公民遇难,0
外交部：中方敦促菲方停止侵权挑衅,0
外交部：台湾问题是中美关系第一条不可逾越的红线,0
商务部：严重关切、坚决反对美发布对华投资限制拟议规则,0
日本多地居民血检异常 政府启动全国自来水有害物调查,0
美国检察官建议司法部对波音公司提起刑事指控,0
突发！韩国电池厂火灾致20多人遇难 尹锡悦指示搜救,0
伊朗和巴林同意就恢复政治关系展开谈判,2
外媒：巴以双方支持者在洛杉矶一教堂外发生暴力冲突,0
美媒：美国消费者支出不断下降 预示经济衰退即将到来,0
日前首相批岸田不负责任 日媒：实际上在要求岸田下台,0
俄方称一日内摧毁乌军近400个军事目标 乌方暂未回应,0
日本斥资3.5万亿“强军壮武”，意欲何为？,0
以总理：加沙地带的“激战阶段”即将结束,1
美国俄亥俄州发生枪击事件 10人受伤,0
俄罗斯达吉斯坦共和国发生恐袭至少7人死亡,0
也门胡塞武装称在红海和印度洋袭击两艘货轮,0
美航母在遇袭疑云中撤离红海回国,0
美国大部分地区遭遇高温天气 热浪炙烤上亿人,0
丑闻破坏性堪比“聚会门”英国保守党再次大失民心,0
哈马斯高级成员在黎巴嫩身亡,0
涉嫌引发伊兹拉岛林火 希腊逮捕13人,0
综述｜高温“炙烤”北半球 多国受灾影响民生,0
俄驻美大使：美政府将关闭华盛顿和纽约的俄罗斯签证中心,0
中法天文卫星启航！共探宇宙深处奥秘,2
韩媒：韩国首尔大学医院决定叫停无期限停诊,1
美国仇恨犯罪何时休？非裔成主要受害者 趋势令人不安,0
突发！抗议承认巴勒斯坦国，以色列召见亚美尼亚大使,0
白宫：以总理言论令美国深感失望 已向以方表达不满,0
突发！俄克拉斯诺达尔边疆区遭乌无人机袭击 至少4人受伤,0
智利两列火车相撞致2死9伤 有中国公民受伤,0
突发！加拿大列治文橡树街桥附近发生大火,0
福岛第一核电站近700项工作被要求整改,0
美国宣布加速向乌克兰运送防空拦截导弹,0
波音737 MAX再曝安全隐患,0
空难遗属要求罚波音248亿美元并追究刑责,0
科威特高温多地遭遇停电,0
美国企业整治“高技术摸鱼”,1
印度南部至少29人因喝劣质酒死亡,0
热带气旋频率及强度增加可导致海鸟数量急剧下降,0
以黎局势持续升级　战事走向“不好说”,0
韩国被强征劳工遗属对日企索赔诉讼二审胜诉,2
美国债务失控　两党不愿“踩刹车”,0
苏丹快速支援部队宣布控制西科尔多凡州首府,0
韩国被强征劳工遗属对日企索赔诉讼二审胜诉,2
日本国会众议院未通过对岸田内阁的不信任案,1
外媒：在沙特朝觐期间死亡人数已上升至逾千人,0
韩国政府出招提升生育率，韩国网民态度不一,1
朝鲜授予普京金日成勋章 金正恩亲自授勋,2
美国中央司令部：摧毁2艘也门胡塞武装无人舰艇,2
民调预测：英国执政党将在大选中遭遇创纪录失败,0
围绕政治改革 日本在野党提交对岸田内阁不信任案,0
美国费城北部发生枪击事件 造成至少7人受伤,0
“霸屏”欧锦赛的中国广告“正不正经”？,1
第19届伊朗国际汽车零配件展览会在德黑兰举行,1
奥运在即　塞纳河水质令人担忧,0
伦敦影院取消“首部”AI编剧电影放映,1
超越微软　英伟达成全球市值最高企业,2
沙特麦加极端高温致数百人死亡,0
俄罗斯和朝鲜签署《全面战略伙伴关系条约》,2
既斡旋黎以局势又送武器　美表面“灭火”暗地“浇油”,0
拜登和特朗普为竞选PK“钞”能力,1
荷兰首相吕特将出任北约秘书长,2
美国建在加沙的临时码头下月或拆除,0
韩国宣布“国家进入人口紧急状态”,0
美军称在叙利亚打死“伊斯兰国”一高级官员,2
黎巴嫩真主党表示无惧以色列威胁,0
科威特高温 多地遭遇停电,0
外媒：至少600名埃及人在沙特朝觐期间死亡,0
外媒：乌克兰称很快将与欧盟签署安全协议,2
助力建设和平发展共同繁荣的美好世界,2
中国常驻维也纳代表团举行航天主题招待会,2
【精览天下】中国技术助推贝宁棉花种植现代化,2
【精览天下】菲律宾各界人士反对美国抹黑中国疫苗行为,2
【精览天下】日本“食人菌”感染病例数破千,0
中企承建的肯尼亚斯瓦克大坝主体建设完工,2
大马士革玫瑰何时再盛放,1
中缅民间组织庆祝和平共处五项原则发表70周年,2
2024中国高等教育展,2
外媒：拉马福萨将于今日宣誓就任南非新一届总统,1
美国白宫记者会出现“紧急情况”：有人突然晕倒,1
北约军费“业绩”再创新高，美国或成最大赢家,2
以色列战机袭击黎巴嫩真主党多个目标,0
更多细节透露！朝鲜盛大欢迎仪式，普京金正恩会谈超90分钟,2
以军批准对黎巴嫩发动进攻的作战计划,0
约旦外交部：41名约旦人在沙特朝觐期间死亡,0
遭胡塞武装袭击的货轮在红海沉没,0
国际游客持续增长助推柬埔寨旅游业强劲复苏,2
哈萨克斯坦制定系列举措 提升通信网络质量,2
韩国医政风波越闹越大？韩总统尹锡悦紧急发声,0
以色列总理内塔尼亚胡住处遭冲击 警方逮捕多人,0
英媒：巴黎或迎史上最热奥运会 可能“威胁运动员生命”,0
伊朗北部一医院发生火灾 至少9人死亡,0
日本“食人菌”感染病例数快速增长 2024年已达1019例,0
马拉维已故副总统奇利马被安葬在其家乡,1
以军称完成拉法地区作战还需“几周时间”,0
意大利南部发生两起移民船事故 至少11人死亡66人失踪,0
俄总统普京将对朝鲜、越南进行国事访问,2
伦敦枪支犯罪上升 警方日均约缴获一支枪,0
阿根廷今年已累计确诊50.8万例登革热病例,0
厄瓜多尔中部山体滑坡致至少6人死亡,0
新西兰总理飞机故障 改乘商业航班访日,1
美国洛杉矶山区发生野火 天气地形等阻碍灭火工作,0
俄方警告：若西方没收俄资产，将动用“所有可及手段”,0
俄罗斯罗斯托夫州一看守所发生人质劫持事件,0
约旦外交部：14名约旦公民在沙特朝觐时死亡,0
民调：英国首相领导的保守党或将在大选中遭遇惨败,0
韩总理：难以接受撤回医学院扩招政策要求,0
俄客机在北极地区紧急迫降断成两截，41人都生还！,2
2024中欧商业高峰论坛呼吁欧盟与中方加强沟通,2
俄国防部：俄罗斯和埃及将在地中海举行联合演习,1
佩列格里尼就任斯洛伐克总统,2
新加坡圣淘沙岛多个海滩因油料泄漏关闭,0
七国集团峰会在意大利举行 大批民众场外抗议,1
以色列称真主党应对边境暴力事件负责 加沙过半农地退化,0
苏丹政府重申遵守国际人道主义法和保护平民,2
新华社快讯：南非总统拉马福萨再次当选总统，获得连任,2
世界最大湿地今年遭遇严重火灾破坏,0
乌克兰全境拉响防空警报 多地传出爆炸声,0
阿根廷首都国会建筑外爆发激烈冲突,0
俄国防部：一夜之间击落87架乌克兰无人机！,2
持续暴雨致美国佛罗里达州部分地区洪水泛滥,0
火星赤道附近的几座火山温度较低时段有结霜现象,1
人工智能摄像头有助识别严重感染,2
NBA logo杰里·韦斯特去世,0
“羲和号”绘制出国际首个太阳大气自转的三维图像,2
美联储维持利率不变 年内最多降息一次,1
马斯克撤回针对OpenAI的诉讼,2
看似去“灭火”实际去拉偏架,0
俄舰艇编队高调访问古巴  美称“见过这样的事”，“预计今后还会看见”,0
美众院表决认定司法部长“藐视国会”,0
俄军非战略核演习：实施导弹电子发射,1
民调：日本首相岸田内阁支持率跌至16.4%创新低,0
全球被迫流离失所人数创历史新高,0
胡塞武装称在红海和亚丁湾袭击3艘货轮,0
俄央行开始基于场外交易确定美元和欧元汇率,1
向海而生 中非携手走向深蓝,2
全球台风名字都咋来的？,1
2024柏林国际航空展开幕,1
研究显示：火星赤道附近有结霜现象,2
中国景泰蓝艺术交流展走进德国,2
中国电动车企亮相伦敦科技周,2
中国政府援助缅甸国家疾控中心和医护培训中心移交仪式举行,2
中国品牌商品展在布达佩斯举行,2
“中比动漫文化周”在布鲁塞尔开幕,2
中国产马来西亚ETS3新型米轨动车组下线,2
到2030年全球石油供应将严重过剩,0
奥运五环亮相埃菲尔铁塔,2
调查称，仅24%英国民众认为应该“脱欧”,0
日本核燃料机构被曝长期伪造检查记录,0
美官员：美国和乌克兰将签署安全协议！,2
加拿大制造并捐给乌克兰的首批装甲车将运往欧洲,2
韩国政府：将严正应对医界集体停诊,0
美国佛罗里达州强降雨引发洪水 多地进入紧急状态,0
刚果（金）发生沉船事故至少80人死亡,0
韩政府重申不接受日方对独岛的主权主张,0
一艘货轮在也门荷台达附近遭袭 1名船员失踪,0
莫斯科证券交易所宣布停止使用美元和欧元交易,0
甘茨“走人”以战时内阁可能“散伙”,0
拜登儿子遭定罪后 美国总统竞选照旧,0
军机坠毁副总统遇难马拉维全国哀悼三周,0
科威特居民楼火灾死亡人数升至49人,0
欧盟拟对中国电动汽车征收临时反补贴税,0
白莽纪念像在匈牙利落成揭幕,2
冬修水利建设提速 全国水利建设完成投资创新高,2
中国12月起将施行办法联合惩戒涉电诈违法犯罪,2
寒潮继续东移南下 各地各部门多举措应对暖民心,2
中办、国办印发《粮食节约和反食品浪费行动方案》,2
多地将辅助生殖项目纳入医保支付 1―9月累计惠及患者103.13万人次,2
剑指电诈！公安部等四部门联合印发《惩戒办法》,2
“先医后付”让患者受益，但风险防范措施仍需完善,2
12367移民管理服务平台新增俄日韩语言服务功能,2
23省份已将医保“家庭共济”范围扩大至“近亲属” 你知道具体怎么用吗？,2
近4000亿元！科技创新和技术改造贷款加速落地,2
我国部分地区需警惕道路结冰,0
我国成功发射四维高景二号03、04星,2
10月份我国民航运输市场保持稳步增长态势,2
科技创新和技术改造贷款加速落地,2
中国人民银行开展9000亿元MLF操作,2
寒潮来袭 多地出现降雪,1
中办国办印发《粮食节约和反食品浪费行动方案》,2
打破国外垄断！我国首艘新型大型LNG运输船交付,2
迎“寒”而上守护“温度” 打好煤炭供应“组合拳” 确保百姓温暖过冬,2
最高法与全国妇联联合发布反家庭暴力犯罪典型案例,2
我国在全球率先实现土地退化“零增长” 沙化土地整体好转,2
境外参展商占比超首届 第二届链博会亮点抢先看→,2
中国首条规模化民用航空轮胎生产线建成投产,2
国考考生请注意！今起可以打印准考证了,1
十亿多人使用，从第一版到第三版——电子社保卡带来哪些新服务,2
中国甲烷控排行动为全球甲烷减排注入新动能,2
我国将在全国推广应用数电发票,2
我国将在全国推广应用数电发票,2
司法部部署措施加强矛盾纠纷化解维护社会稳定,2
生态环境部公布第二十二批生态环境执法典型案例（大气监督帮扶领域）,2
过度诊疗、重复收费 7家医院违法违规金额合计近9000万元,0
第三轮第三批中央生态环保督察完成进驻阶段工作,2
生态环境部公布第二十二批生态环境执法典型案例（大气监督帮扶领域）,2
跨越山海的友谊、团结、合作、开拓之旅,2
文化和旅游部要求研学旅游更加注重社会效益,2
10部门发布意见进一步加强农民工服务保障,2
共绘亚太下一个“黄金三十年”光明前景,2
外交部：中方决定扩大免签国家范围至38国,2
第十二届全国少数民族传统体育运动会开幕,2
加大政策支持 推动平台经济健康发展,2
2024年世界互联网大会乌镇峰会落下帷幕,1
多彩民族韵，共绘同心圆,2
第三轮第三批中央生态环保督察完成进驻阶段工作,1
内外兼修！我国加大培训家政从业人员力度 职业教育“朋友圈”不断扩大,2
外交部：目前已同25个国家实现全面免签,2
多举措“护航”人工智能领域中小企业发展,2
AI助力！我国科学家研究催化理论获重大突破,2
加强中小学校园食品安全和膳食经费管理，教育部发布指引,2
今冬首场寒潮携大范围雨雪登场，该翻出羽绒服了,1
我国载人登月任务全面进入初样研制阶段,2
报告：2024年个人手机银行用户使用比例已达88%,2
中国服装进口占比提升 行业加速系统创新,2
首个由我国主导的世界职教合作组织机构成立,2
我国载人登月火箭再传喜讯,2
多项新技术亮相2024年世界互联网大会乌镇峰会,2
强强联手“无人机+热成像”显身手,2
“天河”超算夺得世界图计算领域桂冠,2
我国科学家实现“永久化学品”的低温高效降解,2
12月21日开考 388万人报名,1
763名在缅甸当阳地区实施跨境电诈的中国籍犯罪嫌疑人被移交我方,2
前10个月 我国对外非金融类直接投资同比增长10.6%,2
全国铁路“双11”网购高峰期共发运快件7.3万吨,2
前10个月我国对外非金融类直接投资同比增长10.6％,2
全国铁路“双11”网购高峰期共发运快件7.3万吨,1
我国载人登月任务全面进入初样研制阶段,2
2025年全国硕士研究生招生考试388万人报名,1
湖南省平江县发现超40条金矿脉,2
弘扬文化的舞台 民族团结的盛会,2
我国培育2300多个劳务品牌有效促就业,2
我国科学家实现“永久化学品”的低温高效降解,2
我国在“天然气+伴生资源”领域取得突破,2
秋收秋种近尾声 全年粮食产量有望迈上新台阶,2
教育部部署2025年全国硕士研究生招生考试安全工作,1
新一股全国性冷空气“酝酿”中 0℃线冰冻线或推至江南,1
“阻击”慢阻肺病 中国构筑呼吸健康新防线,2
中国载人登月新进展：长征十号系列火箭完成整流罩分离试验,2
迎丰收、晒“醇香” 入冬“菜篮子”货足价稳,2
全国养老服务信息平台正式上线运行,2
十余省份最低工资标准上涨，有何影响？,2
凌绥高速公路施工取得新进展,2
神十九航天员视频庆祝神舟一号发射成功25周年,2
全国养老服务信息平台正式上线运行,2
东北虎豹国家公园管理局处置黑龙江东北虎伤人事件,1
北方省份这类疾病发病率上升中 疾控专家最新提示,0
CT、磁共振、X光等收费将执行新规,1
“天河”超算夺得世界图计算领域桂冠,2
改善交通状况 振兴东北老工业基地,2
中部六省启动不动产登记“跨省通办”,2
更广范围 更深程度 更高水平,1
全国养老服务信息平台正式上线运行,2
前10月全社会用电量同比增长7.6％,2
同比增长5.3% 今年西部陆海新通道班列运输货物突破80万标箱,2
神舟一号飞船发射成功25周年 神十九航天员太空送祝福,2
中国中部六省启动不动产登记“跨省通办”,2
2024年世界互联网大会乌镇峰会今天开幕,2
最高检：在检察履职中有力震慑犯罪维护稳定,2
20个项目获2024年世界互联网大会领先科技奖,2
西部陆海新通道首次运输汽车动力锂离子电池,2
第二十五届中国中部农博会销售签约逾百亿元,2
如何看待当前经济形势？国家发改委解读经济热点,1
“顶流”变装归来贺新年，“蛇墩墩”来啦！,1
打盗版犹如“打地鼠”盗版书为何屡打不绝？,0
“冰墩墩”换装“蛇墩墩”亮相,1
香港“串谋颠覆国家政权罪案”宣判 45人判囚50个月至10年,0
浙江省政协原党组成员、副主席朱从玖受贿案一审宣判,0
经济运行有望延续回升向好态势,2
第28届全国省级党报总编辑年会在福州召开,1
各地各校积极探索守护孩子“睛”彩世界 近视需科学干预矫正,2
公安部：今年3月以来 共立案侦办长江流域环境污染类犯罪案件910起,2
国家发展改革委：今年我国粮食产量预计将突破1.4万亿斤,2
国家发展改革委：今冬明春供暖季能源供需总体平衡,2
新华社权威快报丨汽车以旧换新补贴申请量共突破400万份,2
中国财政部：6万亿元地方政府债务限额已下达各地,1
如何看待我国今年前10月财政收支情况？专家解读,1
义乌中欧班列开行十年 为“世界超市”持续注入活力,2
截至今年三季度，全国近八成村卫生室纳入医保定点,2
第十九届中博会意向成交金额近千亿元,2
多穿点？少穿点？心里有个数儿,1
这项盛会，为何花落海南？,1
“雪龙兄弟”将结伴穿越西风带,2
越来越亮的火星20日晚将与月亮“邂逅”,2
官方通报黑龙江一东北虎进村咬人,0
希望出版社充分展现童书市场活力与多样性,2
判决裁定生效前隐藏转移财产可构成犯罪,1
“一件事”改革撬动政务服务效能大提升,2
全国在建和已建成国家级知识产权保护中心达74家,2
我国快递年业务量首次突破1500亿件,2
我国诚信纳税企业数量稳步增长,2
“雪龙兄弟”将结伴穿越西风带,2
梁光烈同志遗体在京火化,1
“两高”司法解释：判决裁定生效前隐藏转移财产可构成犯罪,1
10月份全国一般公共预算收入同比增长5.5％,2
雄忻高铁阜平站主体结构封顶,2
冷空气将直抵华南送秋凉 台风“万宜”携风雨来袭,1
人社部门多措并举服务进校园 助力毕业生早就业、就好业,2
上海取消普通住房和非普通住房标准，12月1日起施行,1
严厉打击拒不执行犯罪行为！“两高”联合发布司法解释,2
我国快递年业务量首次突破1500亿件,2
有了这些规定 老年人去银行办事不再发愁,2
大中型客货车准驾车型的年龄上限拟由60周岁延长至63周岁,1
“挺进”地球深部！我国首艘大洋钻探船“梦想”号正式入列,2
十万列，中欧班列提升亚欧大陆互联互通水平,2
国家卫健委：为农村引进更多高素质医疗人才,2
我国新能源汽车年产量首破1000万辆,2
第十五届中国航展闭幕 取得丰硕成果,2
天舟七号货运飞船已受控再入大气层,2
我国首艘大洋钻探船“梦想”号正式入列,2
中国疾控中心：科学预防诺如病毒感染,1
第二十六届高交会意向成交金额突破1200亿元,2
中欧班列助力中国商品走出去,2
以钉钉子精神抓好改革落实,2
《移动互联网未成年人模式建设指南》发布,2
落地近一个月，支持资本市场两项新工具进展如何？,1
冬天即将全面跨过黄河！全国入冬进程图来了 南方也将领到初冬体验券,1
“天舟”伴月赴“天宫” 神十九乘组迎接新“快递”,2
“从钱凯到上海”中拉合作扬帆向未来,2
“老乡”情谊历久弥坚 “邻居”携手共赴繁荣,2
我国新增7个世界“最佳旅游乡村”,2
天舟八号货运飞船发射任务圆满成功,2
搭建语言互通之桥 加强文明互信互鉴,2
新华社权威快报丨10万列！中欧班列开行量实现新突破,2
国家医保局发布多批立项指南 新增哪些“适老化”价格项目,2
多地秋季招聘会火爆进行中！跨学科人才抢手,2
集中排查、消除隐患、科技助力……做好“暖心工程”保障群众温暖过冬,2
教育部办公厅关于做好2025年普通高等学校部分特殊类型招生工作的通知,1
国家防办安排部署北方河流防凌工作,2
金融监管总局：进一步提升金融服务适老化水平,2
中俄执法安全合作机制第九次会议在京举行 陈文清与绍伊古共同主持,2
我国已完成八条全球主要海沟深渊载人深潜科考,2
新华社权威快报丨我国新增7个世界“最佳旅游乡村” 总数达世界第一,2
新雪季开启　这份“滑雪气象指南”请查收,2
海军首批舰载机女飞行学员亮相中国航展,2
全网揪心的“烧伤妈妈”传来了好消息,2
今年最后一次“超级月亮”16日凌晨现身夜空,2
我国恐龙家族添新成员“兽纹华夏胄龙”,2
兴保铁路三期储运装系统达到运营条件,2
全球最大变质岩油田一期项目陆地建造完工,2
我国现行有1610项食品安全国家标准,1
全国保交房已交付285万套,2
中国新能源汽车首破年度1000万辆,2
恐龙家族添新成员“兽纹华夏胄龙”,2
海水有多咸？卫星“望闻问切”来探测,1
钱凯到上海，中秘拓新共同发展路,2
1至10月全国铁路发送旅客37.1亿人次 再创历史同期新高,2
337项国家标准外文版发布 涵盖多个重点领域,2
“6+4+2”万亿元！读懂近年力度最大化债“组合拳”,2
教育部：2025届高校毕业生预计规模1222万人,1
新华全媒+丨中国新能源汽车首破年度1000万辆,2
国家税务总局：降低土地增值税预征率下限,2
财经聚焦丨存量房贷利率完成批量调降，你的负担减轻了吗？,2
公安部部署动态消除隐患严防发生极端案件,2
教育部实施2025届全国普通高校毕业生就业创业促进和服务体系建设行动,2
多项税收政策调整！促进房地产市场平稳健康发展,2
天舟八号近日择机发射　船箭组合体转运至发射区,2
我国科研团队在永磁风力发电机整体充退磁技术领域取得新突破,2
我国先进民用航空发动机获超百亿元订单,2
全国职工优秀音乐舞蹈作品征集启动,1
我国一大型海上光伏电站并网发电,2
4S店现关停潮，消费者权益谁来保障？,0
硬核上新！我国发布多款最新地面装备,2
军地共同介绍中国航展亮点,2
空军“三剑客”即将升级为“四剑客”,2
先进民用航空发动机获超百亿元订单,2
中广核浙江三澳核电项目1号机组冷态功能试验完成,2
教育部部署做好2025届全国普通高校毕业生就业创业工作,2
炫动长空！140秒解锁空中舞蹈“七机开花”,2
“月壤砖”将赴太空！开展太空暴露实验 2025年年底返回地球,2
教育部发通知了：做好“优师计划”师范生就业工作，确保履约任教,2
新增专项债发行达3.9万亿　惠民生扩投资有支撑,2
放假办法修改及2025年部分节假日安排六问,2
（经济观察）“双十一”的中国物流业：向偏远地区和海外扩容,2
嫦娥六号月壤样品亮相中国航展 首次向国内公众展出,2
教育部部署加强市域产教联合体建设工作,2
11月11日快递业务量7.01亿件 创历年“双11”当日新高,2
满眼都是“靓仔“”大佬”啊！,1
国家疾控局组织专家详解民众关切,1
国务院关于修改《全国年节及纪念日放假办法》的决定,1
聚合平台成消费投诉热点 如何管好“平台里的平台”？,0
改革理论成果引领中国式现代化伟大征程,2
“更美好的未来在前方”,2
放假办法修改及2025年部分节假日安排六问,1
国家疾控局：儿童支原体肺炎这样防治效果好,2
航展首日 中国商飞签下130架飞机订单,2
填补能源领域立法空白 中国首部能源法来了,2
多地秋招瞄准新兴产业紧缺人才,2
为幼儿园和小学近视防控提供科学指导 教育部等三部门部署幼儿园和小学近视防控关键阶段防控工作,2
10月全国各种自然灾害共造成27.5万人次不同程度受灾,0
我国将加大金融支持经济高质量发展力度,2
我国将完善医保基金预付制度,2
深刻领会法律精神 加快健全配套政策——教育部新闻发布会谈贯彻落实学前教育法,2
超16万亿元新增贷款投向了哪里？——透视前10个月金融数据,2
专家详解空军参展装备亮点,2
教育部：学前儿童入园不得组织任何测试,2
继续医学教育学分管理有了新办法,1
货运航天飞机“昊龙”全面开展工程研制,2
开启中拉命运共同体建设新征程,2
做好新时代流动党员管理工作的指导性文件,1
第十五届中国航展空军参展装备亮点详解,2
我国将加大金融支持经济高质量发展力度,2
10月中国中小企业发展指数上升0.3点,2
人民空军加快歼-35A等新型战机科研试飞,2
中办印发《关于进一步加强和改进流动党员管理工作的意见》,1
助力消费跑出加速度 数览中国物流“成绩单”,2
一箭15星！力箭一号遥五运载火箭发射成功,2
来自月球上月壳最薄的地方 月背月壤现身中国航展！,2
教育部：学前儿童入园 不得组织任何形式考试或测试,2
新华鲜报丨48批次2113件/组！这些“珍宝”终于回家,2
珠海航展明日开幕　山西晚报带你见证“硬核国货”,2
天舟七号货运飞船近期将择机受控再入大气层,1
天舟七号货运飞船顺利撤离空间站组合体,2
家电销售领跑“双十一” 以旧换新撬动力凸显,2
浙江省建德市三都镇柑橘种植基地喜迎丰收,2
冬季诺如病毒高发 如何预防,1
改革制度成果展现“中国之治”显著优势,2
为完善全球治理推动可持续发展注入中国力量,2
常泰长江大桥钢桥面主体铺装完成,2
【关注第七届进博会】第七届中国国际进口博览会各类人工智能项目展示夺人眼球,2
市场监管总局发布电热毯等5类产品消费提示,1
我国南海部分岛礁标准名称公布,1
报告显示：国资央企锚定改革重点发力 加快锻造现代新国企,2
财经聚焦·关注政策“组合拳”落地见效丨家电销售领跑“双十一” 以旧换新撬动力凸显,2
第七届进博会丨第七届进博会按年计意向成交突破800亿美元,2
十五运会发布口号、会徽、吉祥物,2
更好满足老年人消费新期待——相关部门负责人回应社会关切,2
今年全国消防宣传月活动主题为“全民消防、生命至上”,2
秉持亚太合作初心 打造下一个“黄金三十年”,2
56件流失文物艺术品回归祖国,2
十月份PPI环比降幅明显收窄 消费市场运行总体平稳,2
十五运会发布口号、会徽、吉祥物,2
11月8日晚，全国新闻媒体围棋精英赛在永川拉开帷幕,1
意大利返还的56件中国文物艺术品回归祖国,2
出行报销更便利！民航旅客运输服务领域推广使用全面数字化的电子发票,2
进度条刷新！“疆电外送”第三条电力通道新疆段全线贯通,2
商务部：欧盟电动汽车反补贴案价格承诺磋商取得了一定进展,2
辽阔楚江天，大潮永向前,2
数读中国 | 490.9亿人次！流动的中国持续释放生机与活力,2
截至今年9月底 全国登记在册经营主体达1.88亿户,2
万众期待的歼-35A来了！直击珠海航展现场,2
今年底实现信息共享！困难群众医疗救助更高效,2
防患于未“燃” 中消协这个提醒 事关你我安全,1
市场监管领域明确“八个严禁”“十个不得”,1
进博效应：让外企“进得来、留得住、过得好”,2
低空产业“加速起飞” 预计明年民用无人机产业规模将超2000亿元,2
40余场专场招聘将启动！“秋季校园招聘月”来了,2
第十九届中博会11月15日开幕 将举办超30场系列配套活动,2
我国科学家揭示噬菌体逃逸细菌防御的新机制,2
公历11月与农历十月的日期完美重合,1
民进党发布所谓评估报告 国台办：完全是污蔑抹黑,0
2025年军队文职人员公开招考工作全面展开,2
“听劝”的女理发师爆火 当地文旅连夜发攻略,2
国产大飞机C919首次亮相澳门,2
我国科研团队在智能光电成像器件领域取得突破,2
10月全国企业销售收入环比提高1.3个百分点,2
前10个月我国货物贸易进出口同比增长5.2%,2
【数说中国】10月末 我国外汇储备规模为32610.5亿美元,1
